date,temperature_2m_mean,apparent_temperature_mean,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_gusts_10m_mean,wind_speed_10m_mean,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,soil_temperature_0_to_100cm_mean,soil_moisture_0_to_100cm_mean,wind_gusts_10m_min,wind_speed_10m_min,Ciudad
2015-01-05,20.322416,19.643242,0.0,0.0,16.746773,23.759998,18.015,10.334398,63.344524,89.44231,31.312817,26.028002,0.007860001,8.64,1.2979984,Doha
2015-01-06,18.822414,19.147408,0.0,0.0,14.658676,19.08,16.56,10.130092,81.07218,99.35669,54.535652,25.920294,0.007833749,9.0,5.3517847,Doha
2015-01-07,19.39325,20.060976,0.0,0.0,13.53236,19.8,13.035001,7.4841604,78.99641,99.67701,42.459827,25.862228,0.007854168,5.04,2.2768397,Doha
2015-01-08,19.4745,16.997091,0.0,0.0,38.776527,55.44,31.845001,22.21011,66.30461,96.22754,30.173145,25.769545,0.0076966654,10.799999,8.12197,Doha
2015-01-09,17.080751,13.682677,0.0,0.0,30.631746,45.36,31.755003,20.542059,56.61635,71.08371,42.540497,25.565437,0.0075799986,13.679999,9.793058,Doha
2015-01-10,17.126583,16.517553,0.0,0.0,23.000591,29.16,14.790001,8.810087,72.954475,86.446846,57.831776,25.231192,0.0075799986,6.4799995,2.8116899,Doha
2016-01-04,15.866168,11.840656,0.0,0.0,30.45566,45.719997,39.225,26.697306,65.128586,78.48403,51.58725,24.688707,0.011159167,26.64,17.84816,Doha
2016-01-05,16.85575,14.988652,0.0,0.0,22.148046,34.2,25.319998,17.33485,74.55485,87.21858,55.100803,24.562836,0.010249165,19.44,13.281023,Doha
2016-01-06,17.276583,15.032749,0.0,0.0,17.339897,28.08,21.569998,14.4886265,62.879833,91.547966,28.45461,24.53248,0.009485001,12.959999,10.44,Doha
2016-01-07,16.959915,15.148156,0.0,0.0,21.261345,33.12,21.854998,14.6984825,68.82052,91.03145,45.690628,24.412666,0.008785001,13.679999,9.904906,Doha
2016-01-08,17.314083,16.854671,0.0,0.0,15.782622,23.039999,16.710001,9.860442,77.41829,98.364075,45.814957,24.443106,0.008347502,7.5599995,1.8,Doha
2016-01-09,19.81825,18.578165,0.0,0.0,22.79684,35.28,24.615,17.001982,70.36654,91.69454,42.63206,24.57344,0.008055833,18.0,11.808878,Doha
2017-01-02,20.014582,19.422844,0.0,0.0,19.881649,33.48,24.045,14.796814,73.34477,95.972885,40.733997,24.380753,0.021131255,9.0,7.145796,Doha
2017-01-03,19.439583,18.46396,0.0,0.0,16.299694,29.519999,19.904999,12.545124,68.219055,91.83216,30.40846,24.18221,0.021855004,8.28,7.289444,Doha
2017-01-04,19.56875,17.744982,0.0,0.0,21.9718,37.44,29.145,18.722075,66.69783,91.783905,39.525047,24.154627,0.022422502,23.4,16.323528,Doha
2017-01-05,18.425,14.548827,0.0,0.0,36.748222,56.88,40.079994,26.261087,57.77727,77.15503,38.24037,23.89546,0.022230001,25.56,17.713316,Doha
2017-01-06,17.2875,13.504094,0.0,0.0,31.667723,50.039997,39.84,25.850948,62.07635,82.7007,43.000504,23.573334,0.022230001,25.199999,17.595861,Doha
2017-01-07,17.245836,15.76662,0.0,0.0,17.068707,29.88,21.810001,13.039279,69.40797,88.527435,41.805164,23.384169,0.022224167,11.5199995,5.771239,Doha
2018-01-01,17.414583,16.32729,0.0,0.0,16.923828,25.199999,14.910001,8.721838,67.73104,93.28199,21.335154,23.291918,0.059765015,7.5599995,4.6938257,Doha
2018-01-02,18.225,16.207346,0.0,0.0,20.240198,32.039997,22.365,13.921189,61.750126,88.813286,27.096478,23.10279,0.05962502,15.119999,9.255571,Doha
2018-01-03,18.472916,14.758381,0.0,0.0,31.104082,49.68,37.409996,24.214785,55.171432,73.99142,39.32927,23.075438,0.059730012,24.84,16.1198,Doha
2018-01-04,17.789581,14.842275,0.0,0.0,25.076267,41.039997,27.855001,17.646408,55.78905,78.99429,37.239174,22.891207,0.06044459,11.159999,8.287822,Doha
2018-01-05,17.585417,15.206088,0.0,0.0,17.873556,27.359999,19.275,12.133884,54.592564,79.16718,21.321592,22.74575,0.06073877,9.36,7.92,Doha
2018-01-06,20.143747,16.185383,0.0,0.0,17.414474,30.960001,24.615,15.776252,32.308292,66.610916,17.6704,22.87652,0.06087001,20.880001,13.493999,Doha
2018-12-31,20.75625,21.835085,0.2,0.2,18.448023,32.399998,16.305,9.197687,79.64727,95.40245,51.274727,24.967438,0.064091265,3.6,1.9386592,Doha
2019-01-01,20.560415,21.135279,0.0,0.0,18.626305,33.48,21.705002,13.5741205,81.68016,96.90457,62.45049,25.003435,0.06430125,10.799999,9.107359,Doha
2019-01-02,21.210419,22.086863,0.0,0.0,20.633371,35.64,21.509998,13.538329,81.76959,95.08798,59.799107,25.047022,0.06384917,8.28,6.87779,Doha
2019-01-03,22.66667,22.126099,0.0,0.0,24.798223,40.68,25.695,16.37072,65.182106,90.24164,38.412624,25.14369,0.06368876,11.879999,9.028754,Doha
2019-01-04,20.720833,17.24035,0.0,0.0,35.52527,55.8,44.744995,29.374708,60.42869,89.70409,31.151386,25.074791,0.063674174,31.68,22.238562,Doha
2019-01-05,18.791666,16.316706,0.0,0.0,25.364037,41.760002,30.704998,19.499409,62.502636,81.99087,35.860394,24.739815,0.06369751,14.759999,10.44,Doha
2020-01-06,18.187502,15.177803,0.0,0.0,28.930204,45.719997,32.699997,21.343393,61.001423,81.81729,39.462013,25.724977,0.06982792,21.24,14.799459,Doha
2020-01-07,17.514584,15.21889,0.0,0.0,23.084955,38.88,28.005,18.027061,67.00945,85.44349,42.00309,25.474249,0.06856209,17.64,12.538134,Doha
2020-01-08,17.579168,16.745049,0.0,0.0,12.979984,23.759998,16.919996,9.8667145,69.88683,87.017525,47.73749,25.466398,0.0676796,9.72,5.4833565,Doha
2020-01-09,18.670832,18.402561,12.399999,12.399999,19.453327,29.519999,17.984999,10.5087185,74.68071,89.696884,49.51315,25.338583,0.06984292,4.68,3.396233,Doha
2020-01-10,19.583336,20.120909,4.1999993,4.1999993,21.67487,33.48,24.134998,13.964626,86.35087,94.14313,77.30711,25.193083,0.08352542,8.28,2.2768397,Doha
2020-01-11,16.022915,12.194214,0.0,0.0,39.468872,60.120003,40.785,26.818968,67.670525,95.33469,43.085003,24.699148,0.0852471,21.599998,15.629971,Doha
2021-03-08,20.05625,18.174086,0.0,0.0,17.555307,31.68,22.350002,12.672685,50.055695,69.07389,24.722141,25.551125,0.019439997,9.0,4.829907,Doha
2021-03-09,23.083334,21.57792,0.0,0.0,18.723461,33.48,22.02,12.682569,47.291077,69.251175,24.754953,25.808647,0.019439997,12.959999,5.315336,Doha
2021-03-10,23.21667,21.056223,0.0,0.0,25.959969,44.639996,28.169994,17.22224,48.337673,89.01906,20.191689,25.935667,0.019439997,6.4799995,4.1046314,Doha
2021-03-11,23.879164,22.144913,0.0,0.0,19.45333,33.12,23.355001,13.272361,43.718018,64.502785,18.203886,26.152357,0.019439997,10.08,4.0249224,Doha
2021-03-12,29.204165,24.935564,0.0,0.0,34.68166,55.079998,37.364998,24.743582,28.078966,59.58901,9.34451,26.446585,0.019338332,13.679999,10.829959,Doha
2021-03-13,22.989584,17.859295,0.0,0.0,40.537983,65.520004,50.100002,31.590347,37.356865,49.690357,11.425382,26.51796,0.019344164,38.16,23.966375,Doha
2023-02-20,17.475,13.558475,0.0,0.0,30.827856,47.88,37.155003,24.482357,56.26122,75.81027,31.972906,21.609732,0.06274959,25.919998,17.84816,Doha
2023-02-21,19.24375,16.558321,0.0,0.0,17.673029,26.64,19.155,11.274941,42.614796,69.11399,16.118753,21.714853,0.06276416,1.8,1.5273507,Doha
2023-02-22,19.93125,18.254105,0.0,0.0,16.45007,28.08,13.275,7.253928,44.43788,65.99606,14.52505,21.992752,0.062367518,3.96,2.5455842,Doha
2023-02-23,21.666664,19.019499,0.0,0.0,21.24,36.36,21.989998,14.262952,43.61969,67.97567,10.396682,22.312775,0.062121257,8.28,7.5685663,Doha
2023-02-24,22.537498,20.50591,0.0,0.0,22.065973,37.44,27.645002,18.092028,52.18521,81.44547,25.501143,22.609415,0.062285434,16.919998,13.004921,Doha
2023-02-25,22.506248,21.579554,0.0,0.0,18.504139,32.399998,21.614998,12.950978,54.78026,72.33628,27.884737,22.98854,0.06155501,7.92,5.692099,Doha
2024-02-19,19.372915,15.913188,0.0,0.0,29.882166,46.44,33.93,21.822811,50.46773,72.75384,29.964647,23.756607,0.03921834,17.28,12.496718,Doha
2024-02-20,19.227087,17.537096,0.0,0.0,24.923338,40.32,25.14,16.011425,63.110916,81.96546,39.097134,23.690397,0.039276674,15.119999,10.739832,Doha
2024-02-21,19.841665,16.957533,0.0,0.0,34.139313,52.56,32.685,21.17103,56.55479,77.958275,26.479534,23.70896,0.039122097,18.72,13.237039,Doha
2024-02-22,19.827085,17.210175,0.0,0.0,28.48326,45.719997,30.449999,19.699144,57.027065,78.449356,28.438639,23.715164,0.039031673,18.72,13.004922,Doha
2024-02-23,20.6125,19.317646,0.0,0.0,18.971008,32.399998,24.404997,15.053289,62.25443,91.082,34.33587,23.825708,0.03898501,14.759999,10.30883,Doha
2024-02-24,21.52083,20.826897,0.0,0.0,18.289274,33.839996,18.750002,10.570251,58.995617,87.93537,22.853788,24.115479,0.03895001,7.2,4.6938257,Doha
2025-02-17,20.091663,20.918173,10.4,10.4,18.965033,46.44,30.254997,12.572369,84.81783,93.29891,72.23488,22.236334,0.052797507,18.359999,8.297589,Doha
2025-02-18,18.454166,17.693338,0.8,0.8,16.685717,37.8,30.749994,13.893684,75.29798,91.799034,57.670456,22.021338,0.0496825,24.48,11.5887,Doha
2025-02-19,18.912502,17.74809,0.8,0.8,14.224556,33.839996,26.55,11.468141,62.583206,83.87779,33.356544,21.91117,0.047935423,15.4800005,7.0591216,Doha
2025-02-20,19.231253,18.97055,2.4,2.4,13.864674,40.32,24.945002,9.720052,70.12113,88.700935,42.502853,22.058105,0.046862084,10.440001,4.7521367,Doha
2025-02-21,20.470835,20.585342,0.0,0.0,14.607751,37.8,23.684998,9.901012,69.83431,95.00432,41.115788,22.21094,0.04697,1.08,0.40249225,Doha
2025-02-22,19.566668,19.823954,0.0,0.0,10.8792095,29.16,18.509998,6.9281025,69.775795,91.387024,35.502274,22.344584,0.046439167,8.28,1.0948973,Doha
2015-01-19,16.871168,14.858426,0.0,0.0,16.79314,41.399998,30.404999,13.80626,55.417454,76.35081,40.45171,19.728045,0.20144002,14.04,6.696387,Melbourne
2015-01-20,21.029501,19.838526,0.0,0.0,27.103,56.519997,32.28,14.681765,61.87706,94.518196,39.35074,19.846249,0.19865997,8.64,2.0991426,Melbourne
2015-01-21,24.45867,25.47856,0.0,0.0,18.998314,41.760002,21.539999,8.793699,59.658234,78.20747,33.53188,20.661087,0.1967933,9.0,0.8049845,Melbourne
2015-01-22,24.000336,25.228224,0.0,0.0,22.461807,50.76,23.204998,10.183746,68.02865,96.87794,29.371325,21.318272,0.19417083,8.64,1.484318,Melbourne
2015-01-23,21.960749,21.770117,0.0,0.0,23.051247,47.88,33.914997,15.445634,64.118614,85.54043,52.650593,21.669855,0.19176249,9.36,4.3349743,Melbourne
2015-01-24,19.894085,20.709198,0.0,0.0,18.486622,39.96,22.364998,7.5688553,69.341995,89.514946,48.361225,21.5445,0.18998875,6.8399997,1.0182338,Melbourne
2015-01-25,17.227415,14.685643,0.0,0.0,25.364037,52.56,35.505,17.290895,59.460728,89.066666,33.907265,21.235397,0.18842335,7.92,3.219938,Melbourne
2015-01-26,15.279502,12.4910345,0.0,0.0,23.40277,48.239998,30.869999,14.459767,60.159893,86.024475,43.111347,20.547419,0.18775839,11.879999,5.6920996,Melbourne
2015-01-27,16.317,13.351537,0.0,0.0,24.933735,55.079998,39.075,18.984972,56.786823,74.55392,38.82925,20.325253,0.18662252,25.199999,13.5515,Melbourne
2015-01-28,18.042,15.246417,0.0,0.0,26.36616,54.0,38.475,18.772818,55.14835,78.02412,31.808125,20.37004,0.18541376,21.599998,10.883676,Melbourne
2015-01-29,16.512835,13.587185,0.0,0.0,25.49908,51.12,37.379997,18.416225,62.32779,82.56071,43.871407,20.18892,0.18484794,23.759998,13.089354,Melbourne
2015-01-30,16.262835,13.919525,0.0,0.0,22.530937,50.76,32.729996,15.164054,63.79355,87.07132,43.288795,19.974066,0.1841429,18.0,7.754637,Melbourne
2015-02-01,16.210749,14.012542,1.9000001,1.9000001,26.099379,54.719997,39.119995,19.683598,76.67513,84.67828,66.33412,19.528564,0.18416293,27.72,15.580141,Melbourne
2016-01-18,26.217001,24.122675,0.0,0.0,24.546085,49.68,32.445004,15.362601,35.254288,60.459415,16.022429,22.631126,0.16619292,16.199999,6.9899354,Melbourne
2016-01-19,23.477419,24.037893,0.0,0.0,17.227419,39.96,21.675001,8.255084,57.358006,93.75366,31.661285,22.848978,0.16521917,6.8399997,0.5091169,Melbourne
2016-01-20,22.812836,23.811111,2.3,2.3,20.163212,46.44,25.529999,8.507662,66.27778,83.24888,46.161068,22.889814,0.16626044,6.4799995,1.8,Melbourne
2016-01-21,21.425337,22.356285,0.0,0.0,15.546833,36.719997,24.269999,10.616292,74.59113,93.59789,52.102306,22.777916,0.1664617,10.799999,6.1305785,Melbourne
2016-01-22,18.846167,20.3173,13.099999,13.099999,11.966953,39.96,16.605001,5.498247,86.3003,92.18541,78.434395,22.222689,0.17130919,4.32,0.71999997,Melbourne
2016-01-23,18.517,17.638876,0.4,0.4,18.861387,41.399998,29.910004,15.119798,75.93134,93.862526,60.366947,21.676544,0.17765875,13.32,10.1376915,Melbourne
2016-01-24,18.721167,17.936018,0.8000001,0.8000001,19.64558,41.039997,29.685,14.4061775,74.78743,90.25579,59.406178,21.381105,0.17633791,12.599999,7.208994,Melbourne
2016-01-25,18.325333,17.08935,0.0,0.0,22.007162,46.44,33.795,16.457294,70.92982,88.251976,51.69897,21.232754,0.1751975,20.519999,11.928989,Melbourne
2016-01-26,21.637833,21.90676,0.0,0.0,16.548256,36.0,27.015001,11.574762,67.0138,93.19174,37.766556,21.458376,0.1733892,18.72,7.0911775,Melbourne
2016-01-27,22.152418,22.55284,3.4,3.4,26.576681,56.88,29.999998,12.693679,70.71499,86.73407,52.747692,21.689896,0.17264837,9.36,2.2768397,Melbourne
2016-01-28,21.787836,22.074194,8.099999,8.099999,22.392462,53.28,38.85,15.157186,74.51157,89.40639,61.335796,21.788336,0.17547458,27.72,4.0249224,Melbourne
2016-01-29,15.710751,15.7068205,27.800001,27.800001,12.594856,29.16,19.559998,8.009902,87.33648,94.32831,78.81201,21.002,0.19363083,9.72,3.9763298,Melbourne
2016-01-31,18.010752,17.397503,12.9,12.9,22.657131,42.839996,29.85,14.482728,76.887695,97.80377,56.7816,20.576357,0.2115346,11.5199995,5.0528407,Melbourne
2017-01-16,20.75208,20.857248,0.0,0.0,17.643673,40.32,19.259998,7.7379274,60.176,92.94822,34.15274,21.041687,0.3215338,10.799999,1.2979984,Melbourne
2017-01-17,26.931246,25.149122,0.0,0.0,19.0392,46.079998,30.045,14.186771,37.974957,69.2492,13.641701,21.860022,0.3133558,12.24,5.692099,Melbourne
2017-01-18,18.095833,15.627128,0.0,0.0,26.836306,55.44,40.725,19.835613,59.85898,86.69917,38.570602,21.831442,0.3086804,11.159999,4.73506,Melbourne
2017-01-19,17.772917,16.881794,0.0,0.0,14.494192,32.760002,21.93,9.12675,58.58141,83.99375,36.604286,21.289438,0.3070638,7.2,4.6800003,Melbourne
2017-01-20,17.945835,15.825702,14.400001,14.400001,36.17955,68.76,45.315002,20.798332,72.17446,95.360916,54.5888,21.09946,0.31425044,8.64,3.8939953,Melbourne
2017-01-21,17.479166,15.55587,0.1,0.1,20.188908,38.16,31.529999,14.759628,60.374386,78.93706,45.598297,20.71927,0.31282,15.4800005,8.587338,Melbourne
2017-01-22,20.358332,20.762308,0.0,0.0,12.074766,30.960001,17.894997,7.212694,64.80912,94.54257,37.32784,20.80981,0.31043163,7.2,1.1384199,Melbourne
2017-01-23,26.94792,26.03018,0.5,0.5,26.208397,56.519997,30.615,14.134746,49.51051,86.986305,17.095512,21.602522,0.30578253,7.92,3.8773184,Melbourne
2017-01-24,20.018751,18.20247,1.5000001,1.5000001,27.009598,55.44,41.28,20.315788,62.070614,82.112495,39.61203,21.776377,0.29956168,24.48,11.966954,Melbourne
2017-01-25,17.356247,15.779743,0.0,0.0,21.605999,43.92,27.675,12.638392,58.786846,78.41985,39.349422,21.210335,0.29804963,11.159999,5.937272,Melbourne
2017-01-26,17.808332,16.659529,0.1,0.1,19.134262,42.12,27.525002,12.790619,68.86805,82.749725,54.863182,20.985209,0.29823503,8.64,4.32,Melbourne
2017-01-27,19.61875,19.514277,0.0,0.0,17.731598,39.6,22.949997,9.471828,63.608074,79.1819,42.68745,21.222586,0.2982333,9.0,4.379589,Melbourne
2017-01-29,20.133333,20.727474,0.0,0.0,16.520823,36.36,19.859999,8.045364,69.89837,99.67416,40.66708,21.55104,0.29735374,6.12,2.1897945,Melbourne
2018-01-15,17.46875,15.311982,1.2,1.2,26.437336,51.12,37.155003,18.68935,68.65173,78.66981,60.943363,20.017836,0.3346171,18.72,9.826088,Melbourne
2018-01-16,19.0625,18.368376,0.0,0.0,19.70815,40.32,25.095003,11.82779,64.607445,95.21112,37.500145,19.99325,0.33192623,10.799999,5.4833565,Melbourne
2018-01-17,19.108332,19.587513,0.0,0.0,12.682018,29.519999,16.769999,6.635655,68.77415,98.35143,36.789764,20.125042,0.3257425,7.5599995,0.8049845,Melbourne
2018-01-18,27.097916,25.302217,0.0,0.0,25.20257,48.96,29.025,14.940611,41.379402,92.89927,13.294706,20.675625,0.31627294,10.799999,5.771239,Melbourne
2018-01-19,28.45833,26.60834,0.0,0.0,28.880886,55.44,33.719997,16.086494,34.58225,85.579445,10.060663,21.71444,0.30492,14.4,7.42159,Melbourne
2018-01-20,21.579165,22.937761,0.0,0.0,20.724247,46.44,23.519997,9.701215,77.557304,95.10264,61.093143,21.925148,0.30328336,7.92,1.9386592,Melbourne
2018-01-21,23.147917,24.936441,0.0,0.0,16.808569,37.8,24.869999,10.729066,76.66874,94.834526,55.11296,22.015877,0.30441964,6.4799995,1.8,Melbourne
2018-01-22,21.074999,22.044449,0.0,0.0,22.881956,48.96,25.98,11.481691,76.54568,98.446915,46.76825,22.090834,0.30389044,5.7599998,1.08,Melbourne
2018-01-23,19.839584,19.35592,0.0,0.0,24.648829,50.399998,27.599997,12.285115,64.27549,80.94462,44.750866,22.036919,0.3026671,11.159999,5.04,Melbourne
2018-01-24,19.05,18.968174,0.0,0.0,23.051247,47.88,24.105,10.893031,71.722725,96.47203,52.84682,21.852606,0.30141,6.4799995,2.0364676,Melbourne
2018-01-25,22.258331,23.79931,0.0,0.0,14.799459,35.28,20.234999,8.181773,72.15197,88.6174,49.42289,22.144773,0.3009962,7.92,1.2979984,Melbourne
2018-01-26,23.760416,26.209036,1.8000001,1.8000001,18.998314,40.32,22.919998,9.456613,77.89206,95.47714,53.02689,22.674126,0.3017079,9.0,0.8049845,Melbourne
2018-01-28,30.229166,31.683998,0.0,0.0,21.749481,45.0,28.499996,14.369947,53.07561,84.78749,29.684212,23.523254,0.3104642,9.72,4.896529,Melbourne
2019-01-14,24.716667,26.007536,0.0,0.0,21.605999,45.0,24.074999,10.101256,63.526276,92.03908,33.71463,21.721441,0.2804354,8.28,0.5091169,Melbourne
2019-01-15,25.272919,26.767977,0.0,0.0,18.782204,40.32,20.069998,8.267695,63.36742,95.36789,34.94946,22.204918,0.28373125,3.2399998,1.8,Melbourne
2019-01-16,23.299997,24.034098,0.0,0.0,27.438046,57.239998,27.044996,11.04419,64.2805,95.67236,41.916813,22.297834,0.28405705,5.7599998,1.08,Melbourne
2019-01-17,26.379166,27.272888,0.4,0.4,20.523157,50.039997,24.015,8.597899,57.270767,91.3529,24.372305,22.413042,0.28915668,4.68,0.8049845,Melbourne
2019-01-18,24.543747,25.585238,1.4000002,1.4000002,22.45315,51.12,31.064999,11.423954,65.840355,84.25445,44.7575,22.548834,0.29285082,7.2,2.16,Melbourne
2019-01-19,19.24375,17.775488,0.6,0.6,23.469128,48.6,32.024998,15.294091,59.333755,80.19442,40.109116,22.18469,0.29670587,15.119999,7.729527,Melbourne
2019-01-20,19.712502,19.700474,0.0,0.0,20.49156,42.12,25.394995,11.071274,69.595314,81.53671,54.79071,21.994959,0.2951537,8.64,1.2979984,Melbourne
2019-01-21,21.481249,22.618635,0.0,0.0,23.34455,46.44,25.154999,10.860057,74.234566,93.26652,50.68291,22.125084,0.2943612,11.879999,3.396233,Melbourne
2019-01-22,22.8125,24.368155,0.0,0.0,22.007162,45.719997,23.519997,9.646377,72.016945,92.12097,46.813282,22.474024,0.2939262,6.12,1.1384199,Melbourne
2019-01-23,20.810417,20.901794,0.0,0.0,25.620771,52.56,31.605005,14.635009,72.45296,95.69016,50.195103,22.514688,0.29215285,14.04,4.39436,Melbourne
2019-01-24,27.695833,28.66368,0.0,0.0,16.563911,30.239998,19.664999,7.8941855,54.719402,95.30645,15.775939,22.861124,0.29082707,8.28,2.5455842,Melbourne
2019-01-25,31.512497,29.851433,0.0,0.0,40.694332,77.4,48.225,23.611488,38.733944,80.1304,14.981074,24.118624,0.2867462,22.319998,10.086427,Melbourne
2019-01-27,21.23125,20.25643,0.90000004,0.90000004,27.117346,55.44,28.185,12.050896,54.67444,80.10673,29.977026,23.716002,0.28476796,10.440001,5.04,Melbourne
2020-01-20,18.43125,18.630365,16.4,16.4,26.758923,51.48,28.214998,13.653768,87.617516,97.79847,79.57645,20.44546,0.31590626,7.2,1.609969,Melbourne
2020-01-21,17.05625,16.171753,0.70000005,0.70000005,21.313093,41.760002,27.675,12.272171,71.34691,90.19347,47.869617,19.976377,0.3231471,6.8399997,4.379589,Melbourne
2020-01-22,22.572916,19.635408,2.3,2.3,41.140926,81.36,49.934994,24.983427,55.260685,94.88164,25.220112,20.066126,0.3181946,10.08,5.634891,Melbourne
2020-01-23,16.864584,15.11872,29.4,29.4,30.7542,72.0,41.43,14.453975,70.760025,94.64932,42.107494,19.695833,0.33541334,19.44,1.1384199,Melbourne
2020-01-24,16.772917,14.87654,0.0,0.0,16.854767,34.92,21.84,10.713898,57.869354,77.145645,42.709908,19.198877,0.33570004,8.28,3.319036,Melbourne
2020-01-25,19.595833,19.876326,0.0,0.0,14.707222,33.48,18.659998,7.6226892,65.30169,86.804825,43.66357,19.570293,0.3307317,7.5599995,0.8049845,Melbourne
2020-01-26,18.608332,18.814854,0.1,0.1,19.813087,41.760002,23.385002,10.55379,77.999794,96.520256,56.76059,19.751646,0.32540956,7.2,1.609969,Melbourne
2020-01-27,17.82292,17.901945,0.0,0.0,17.298738,36.0,20.459997,8.3586445,73.78484,95.19647,54.157265,19.759958,0.32162,2.52,1.484318,Melbourne
2020-01-28,17.497917,17.528292,0.0,0.0,17.298738,36.36,19.545,8.270825,74.783585,99.34207,41.097923,19.63148,0.31784582,6.12,1.609969,Melbourne
2020-01-29,21.324999,22.456781,0.0,0.0,14.24163,31.319998,16.695,6.351721,68.00353,92.59538,31.67786,20.027145,0.31191498,5.7599998,0.71999997,Melbourne
2020-01-30,26.316668,25.081472,0.0,0.0,20.883104,43.199997,24.614996,12.322406,43.45758,95.59658,16.014893,20.519146,0.30375668,8.28,4.3349743,Melbourne
2020-01-31,31.318754,29.651403,0.0,0.0,30.652895,56.88,34.725,17.100029,33.45371,68.2984,17.286098,21.317293,0.2966909,5.7599998,1.9386592,Melbourne
2020-02-02,18.204165,17.009981,13.6,13.6,21.077686,42.839996,28.77,13.132954,69.24069,93.787926,41.52706,20.584583,0.31617293,8.28,6.151683,Melbourne
2021-02-08,15.741666,13.410991,0.2,0.2,20.211363,41.399998,30.150003,15.092803,66.3342,73.96797,59.34868,18.52048,0.36964294,18.0,10.08,Melbourne
2021-02-09,17.585415,17.276936,0.0,0.0,16.09969,35.28,22.814999,10.504973,72.547485,97.049866,47.384262,18.502981,0.3656725,10.08,5.8603754,Melbourne
2021-02-10,20.312498,21.627108,0.0,0.0,14.494192,29.519999,15.674999,6.312658,75.280846,99.66887,41.037365,18.78177,0.35702583,4.68,1.5273507,Melbourne
2021-02-11,24.59375,23.568857,0.0,0.0,28.47643,58.32,34.635,17.989815,58.992504,97.49889,29.474869,19.318668,0.34902123,7.92,4.3349743,Melbourne
2021-02-12,19.687502,19.670315,11.8,11.8,20.275383,40.68,29.055002,12.707494,75.18572,90.96187,51.09734,19.438585,0.3509525,16.199999,3.319036,Melbourne
2021-02-13,16.191666,14.560748,0.3,0.3,24.216522,47.16,27.96,13.619943,72.68301,90.279755,57.046467,19.127396,0.34840086,10.08,5.8603754,Melbourne
2021-02-14,16.14375,14.931989,0.0,0.0,24.72495,48.239998,26.85,12.781518,74.258835,95.489586,53.899506,18.900711,0.3460842,9.72,5.8048253,Melbourne
2021-02-15,18.739582,19.169882,0.0,0.0,11.841756,26.64,19.094997,7.9900823,71.9913,88.30748,51.659588,19.02402,0.3425938,9.36,1.2979984,Melbourne
2021-02-16,21.858335,21.964676,0.0,0.0,17.015474,36.0,18.9,8.790724,64.66922,98.06259,37.208168,19.356352,0.33721754,2.8799999,0.71999997,Melbourne
2021-02-17,22.824999,24.364319,0.0,0.0,14.869351,32.760002,16.679996,7.0515113,67.946396,98.39127,43.81527,19.909878,0.33164164,4.32,1.609969,Melbourne
2021-02-18,23.8375,23.876013,0.0,0.0,25.2924,48.6,23.744999,11.777546,59.142345,99.36705,32.223003,20.268936,0.32551083,5.7599998,2.968636,Melbourne
2021-02-19,25.402084,23.81649,0.0,0.0,26.717722,53.639996,34.815002,18.01565,45.244083,65.30468,29.070557,20.684378,0.32258084,11.159999,7.5170207,Melbourne
2021-02-21,18.787498,18.65933,0.5,0.5,19.917469,43.92,26.864998,12.004787,78.149666,89.75319,65.7463,20.77067,0.31692913,12.24,5.6233797,Melbourne
2022-01-17,19.891666,19.47249,0.2,0.2,23.78453,48.96,27.884998,13.606145,70.25654,82.12489,55.034145,21.011272,0.33715916,7.92,5.692099,Melbourne
2022-01-18,18.216667,16.1974,0.1,0.1,25.929996,49.32,32.295002,16.267664,59.825253,70.573524,44.876537,20.663399,0.33014625,14.4,6.4096174,Melbourne
2022-01-19,20.175001,18.309397,0.0,0.0,30.353355,57.96,38.55,20.012201,61.511322,87.224434,37.545815,20.509647,0.32633793,22.319998,12.245293,Melbourne
2022-01-20,20.627085,20.458185,0.0,0.0,19.453327,38.16,21.855,9.3465,60.590225,90.63583,32.002182,20.631605,0.3205792,5.7599998,1.08,Melbourne
2022-01-21,23.160418,22.858381,0.0,0.0,22.366402,42.839996,24.614998,11.643306,54.043797,87.89146,35.43591,20.985481,0.31398126,8.28,5.5887027,Melbourne
2022-01-22,24.718748,24.59955,0.0,0.0,25.509243,48.96,25.380001,11.865832,52.453358,84.87779,28.810865,21.39525,0.30823293,7.2,5.1165614,Melbourne
2022-01-23,25.768751,26.31537,0.0,0.0,21.542923,42.839996,20.085001,8.866277,52.11266,84.16719,27.177055,21.91892,0.3042971,5.04,3.319036,Melbourne
2022-01-24,26.841667,27.675392,0.0,0.0,21.599998,41.039997,21.285002,9.347082,53.20757,86.83155,29.067245,22.471458,0.30068126,7.5599995,2.6208394,Melbourne
2022-01-25,25.997917,27.648493,0.0,0.0,19.64558,39.96,21.87,9.752677,62.24898,91.34344,32.102383,22.946875,0.29927462,7.5599995,1.835647,Melbourne
2022-01-26,27.504168,29.058075,0.0,0.0,16.23596,30.960001,18.854998,7.367799,56.64087,95.385216,26.07043,23.33869,0.29869208,9.0,3.2399998,Melbourne
