,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
0,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Bautista R.,Mayer F.,20.0,527.0,1750.0,63.0,6.0,3.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.11,6.5,1.13,7.41,1.15,7.54,1.12,6.12
1,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Dzumhur D.,Youzhny M.,88.0,68.0,601.0,720.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Retired,2.25,1.57,2.27,1.71,2.3,1.75,2.21,1.64
2,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Kohlschreiber P.,Soeda G.,28.0,92.0,1285.0,575.0,6.0,1.0,6.0,0.0,6.0,2.0,,,,,3.0,0.0,Completed,1.04,13.0,1.04,16.0,1.06,16.0,1.04,11.54
3,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Rosol L.,Ymer E.,43.0,175.0,1035.0,283.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.62,1.42,3.11,1.5,3.11,1.45,2.7
4,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Baghdatis M.,Karlovic I.,59.0,25.0,832.0,1330.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2.0,1.72,2.11,1.81,2.11,1.85,2.0,1.78
5,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Federer R.,Falla A.,2.0,109.0,9235.0,485.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.01,21.0,1.02,24.52,1.02,36.0,1.01,18.03
6,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Wawrinka S.,Ilhan M.,9.0,81.0,3845.0,647.0,6.0,3.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,20.0,1.04,25.21,1.02,15.89
7,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Granollers M.,Bachinger M.,57.0,124.0,845.0,431.0,6.0,4.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.44,2.62,1.58,2.54,1.58,2.9,1.47,2.64
8,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Andujar P.,Ramos-Vinolas A.,42.0,63.0,1050.0,780.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.4,2.75,1.47,2.9,1.5,2.92,1.43,2.75
9,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Mahut N.,Coppejans K.,116.0,107.0,469.0,494.0,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,3.0,1.36,3.56,1.34,3.64,1.42,3.0,1.38
10,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Gulbis E.,Sijsling I.,29.0,166.0,1275.0,311.0,6.0,4.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.36,3.0,1.36,3.44,1.4,3.46,1.34,3.2
11,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Nishikori K.,Mathieu P.H.,5.0,125.0,5220.0,429.0,6.0,3.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,19.0,1.02,22.73,1.03,26.0,1.02,16.48
12,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Lajovic D.,Gonzalez M.,67.0,114.0,730.0,471.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,4.14,1.29,4.14,1.26,3.8
13,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Johnson S.,Garcia-Lopez G.,56.0,24.0,850.0,1335.0,6.0,3.0,6.0,3.0,6.0,7.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,5.0,1.16,5.24,1.2,5.25,1.22,4.58,1.19
14,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Tsonga J.W.,Lindell C.,15.0,214.0,2045.0,225.0,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,20.0,1.04,20.0,1.02,14.14
15,33.0,Paris,French Open,24/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Sela D.,Kukushkin M.,91.0,58.0,580.0,842.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,8.0,1.08,10.15,1.08,10.15,1.14,7.57,1.08
16,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Becker B.,Bemelmans R.,48.0,95.0,965.0,546.0,6.0,3.0,6.0,7.0,2.0,6.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.91,2.0,1.91,2.16,1.77,2.02
17,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Stepanek R.,Dodig I.,129.0,119.0,422.0,466.0,5.0,7.0,6.0,3.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,3.0,1.36,3.1,1.42,3.1,1.44,2.94,1.39
18,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Fognini F.,Ito T.,27.0,106.0,1295.0,494.0,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.03,15.0,1.04,16.0,1.05,16.0,1.03,12.28
19,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Monaco J.,Delbonis F.,35.0,82.0,1170.0,627.0,6.0,7.0,6.0,2.0,6.0,1.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.66,2.1,1.78,2.16,1.78,2.4,1.66,2.19
20,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Berdych T.,Nishioka Y.,4.0,146.0,5230.0,360.0,6.0,0.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,,34.0,1.01,29.16,1.02,41.0,1.01,19.35
21,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Klizan M.,Tiafoe F.,36.0,287.0,1170.0,168.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.18,4.5,1.18,5.63,1.21,5.63,1.18,4.79
22,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Cuevas P.,Groth S.,23.0,72.0,1502.0,691.0,6.0,7.0,6.0,3.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.07,11.25,1.09,11.25,1.06,8.97
23,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Gabashvili T.,Lopez F.,74.0,12.0,677.0,2280.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.61,2.42,1.64,2.45,1.66,2.31,1.6
24,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Stakhovsky S.,Berankis R.,54.0,93.0,894.0,573.0,6.0,2.0,7.0,5.0,6.0,1.0,,,,,3.0,0.0,Completed,1.53,2.37,1.59,2.52,1.64,2.52,1.57,2.37
25,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Verdasco F.,Daniel T.,34.0,168.0,1180.0,303.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.12,6.0,1.14,6.8,1.15,6.8,1.12,5.9
26,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Paire B.,Elias G.,71.0,152.0,698.0,342.0,5.0,7.0,6.0,3.0,4.0,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,1.4,2.75,1.5,2.8,1.5,3.1,1.41,2.84
27,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Tomic B.,Vanni L.,26.0,102.0,1320.0,505.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.57,2.25,1.7,2.29,1.7,2.3,1.63,2.24
28,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Thiem D.,Bedene A.,31.0,75.0,1225.0,668.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.4,2.75,1.47,2.89,1.47,3.1,1.41,2.82
29,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Simon G.,Pouille L.,13.0,90.0,2210.0,581.0,3.0,6.0,6.0,1.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.25,1.4,3.22,1.43,3.25,1.35,3.1
30,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Goffin D.,Krajinovic F.,18.0,99.0,1835.0,527.0,3.0,6.0,6.0,2.0,7.0,6.0,6.0,1.0,,,3.0,1.0,Completed,1.11,6.5,1.13,7.73,1.13,7.73,1.11,6.5
31,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Robredo T.,Golubev A.,19.0,135.0,1755.0,386.0,3.0,6.0,6.0,1.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.0,1.21,5.12,1.25,5.12,1.21,4.31
32,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Giraldo S.,Young D.,64.0,52.0,755.0,910.0,6.0,4.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.0,1.36,3.44,1.36,4.3,1.25,3.82
33,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Bellucci T.,Matosevic M.,40.0,100.0,1065.0,526.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.1,8.6,1.13,8.6,1.09,7.01
34,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Kokkinakis T.,Basilashvili N.,84.0,160.0,619.0,323.0,3.0,6.0,6.0,4.0,7.0,6.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.0,1.27,4.26,1.27,4.5,1.24,3.99
35,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Kyrgios N.,Istomin D.,30.0,77.0,1250.0,655.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.22,4.0,1.3,3.92,1.3,4.75,1.22,4.16
36,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Coric B.,Querrey S.,46.0,38.0,970.0,1115.0,7.0,6.0,6.0,3.0,0.0,6.0,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,2.16,1.78,2.16,1.95,1.95,1.82
37,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Monfils G.,Roger-Vasselin E.,14.0,123.0,2065.0,432.0,6.0,2.0,6.0,7.0,6.0,1.0,7.0,5.0,,,3.0,1.0,Completed,1.07,9.0,1.08,10.25,1.1,10.25,1.07,8.1
38,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Schwartzman D.,Haider-Maurer A.,62.0,51.0,785.0,926.0,6.0,3.0,5.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.5,1.56,2.62,1.56,2.8,1.48,2.61
39,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Bolelli S.,Darcis S.,60.0,76.0,826.0,664.0,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.16,5.0,1.18,5.55,1.2,5.55,1.17,4.87
40,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Melzer J.,Mannarino A.,110.0,32.0,480.0,1223.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,2.62,1.44,2.88,1.48,3.5,1.54,2.63,1.48
41,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Troicki V.,Struff J.L.,33.0,98.0,1217.0,533.0,6.0,2.0,6.0,1.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.25,3.75,1.31,3.83,1.33,4.0,1.28,3.6
42,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Murray A.,Arguello F.,3.0,137.0,7040.0,385.0,6.0,3.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,29.16,1.01,42.25,1.01,21.86
43,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Kuznetsov An.,Jaziri M.,120.0,85.0,465.0,618.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.3,3.4,1.29,3.97,1.35,4.0,1.29,3.53
44,33.0,Paris,French Open,25/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Edmund K.,Robert S.,121.0,558.0,447.0,56.0,2.0,6.0,6.0,4.0,6.0,3.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.44,2.62,1.56,2.59,1.56,2.62,1.51,2.51
45,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Cilic M.,Haase R.,10.0,80.0,3370.0,647.0,6.0,2.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.3,3.4,1.32,3.74,1.34,4.3,1.3,3.46
46,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Gimeno-Traver D.,Souza J.,66.0,78.0,746.0,650.0,7.0,6.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.33,3.25,1.41,3.15,1.41,3.5,1.34,3.2
47,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Janowicz J.,Hamou M.,50.0,225.0,940.0,213.0,6.0,7.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.2,4.33,1.21,5.12,1.25,5.12,1.2,4.46
48,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Lu Y.H.,Kavcic B.,65.0,79.0,754.0,649.0,6.0,7.0,6.0,1.0,6.0,1.0,7.0,5.0,,,3.0,1.0,Completed,1.83,1.83,2.03,1.87,2.03,2.05,1.87,1.9
49,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Ferrer D.,Lacko L.,8.0,94.0,4490.0,567.0,6.0,1.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.005,29.0,1.01,34.0,1.01,39.75,1.01,22.11
50,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Mayer L.,Vesely J.,22.0,41.0,1580.0,1053.0,3.0,6.0,7.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.5,2.5,1.68,2.34,1.68,2.5,1.58,2.35
51,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Sousa J.,Pospisil V.,44.0,53.0,1008.0,895.0,6.0,3.0,7.0,6.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.0,1.22,4.91,1.27,4.91,1.21,4.34
52,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Chardy J.,Berrer M.,45.0,145.0,985.0,361.0,4.0,6.0,6.0,3.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.18,4.5,1.15,6.35,1.2,6.35,1.17,4.92
53,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Arnaboldi A.,Duckworth J.,187.0,83.0,261.0,626.0,4.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,3.0,2.0,Completed,2.25,1.57,2.54,1.58,2.6,1.6,2.39,1.55
54,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Anderson K.,Smyczek T.,17.0,73.0,1970.0,688.0,6.0,4.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.07,9.0,1.07,11.25,1.08,11.25,1.06,9.05
55,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Nadal R.,Halys Q.,7.0,296.0,4570.0,159.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.0,51.0,1.01,41.0,1.01,61.0,1.01,27.09
56,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Berlocq C.,Marchenko I.,111.0,127.0,480.0,427.0,4.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,6.0,2.0,3.0,2.0,Completed,1.28,3.5,1.31,3.83,1.34,3.83,1.3,3.45
57,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Almagro N.,Dolgopolov O.,154.0,69.0,335.0,705.0,6.0,3.0,2.0,6.0,6.0,4.0,7.0,6.0,,,3.0,1.0,Completed,1.5,2.5,1.66,2.37,1.66,2.6,1.55,2.42
58,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Gasquet R.,Gigounon G.,21.0,209.0,1625.0,229.0,6.0,3.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.02,17.0,1.03,17.5,1.04,22.0,1.03,13.66
59,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Isner J.,Seppi A.,16.0,39.0,1980.0,1100.0,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.24,4.55,1.35,4.55,1.24,4.01
60,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Djokovic N.,Nieminen J.,1.0,87.0,13845.0,603.0,6.0,2.0,7.0,5.0,6.0,2.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,41.0,1.01,51.0,1.01,25.09
61,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Sock J.,Dimitrov G.,37.0,11.0,1125.0,2760.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,4.33,1.2,4.85,1.22,5.2,1.28,4.29,1.21
62,33.0,Paris,French Open,26/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Carreno-Busta P.,Estrella Burgos V.,61.0,49.0,825.0,945.0,6.0,3.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.72,2.0,1.83,2.09,1.89,2.1,1.79,1.98
63,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,1st Round,5.0,Muller G.,Lorenzi P.,55.0,86.0,868.0,617.0,4.0,6.0,4.0,6.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,1.66,2.1,1.97,1.93,1.97,2.15,1.74,2.06
64,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Becker B.,Verdasco F.,48.0,34.0,965.0,1180.0,6.0,4.0,0.0,6.0,1.0,6.0,7.0,5.0,10.0,8.0,3.0,2.0,Completed,13.0,1.04,13.0,1.05,13.5,1.05,11.08,1.04
65,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Simon G.,Klizan M.,13.0,36.0,2210.0,1170.0,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.53,2.37,1.68,2.34,1.68,2.55,1.58,2.35
66,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Johnson S.,Stakhovsky S.,56.0,54.0,850.0,894.0,2.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.61,2.2,1.63,2.45,1.65,2.45,1.6,2.31
67,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Wawrinka S.,Lajovic D.,9.0,67.0,3845.0,730.0,6.0,3.0,6.0,4.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.07,9.0,1.11,8.05,1.12,9.0,1.08,7.63
68,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Federer R.,Granollers M.,2.0,57.0,9235.0,845.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,17.0,1.02,22.73,1.03,31.0,1.02,16.25
69,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Dzumhur D.,Baghdatis M.,88.0,59.0,601.0,832.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.25,1.57,2.25,1.72,2.3,1.75,2.16,1.68
70,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Cuevas P.,Thiem D.,23.0,31.0,1502.0,1225.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,,,3.0,1.0,Completed,1.83,1.83,1.94,1.96,2.1,1.96,1.94,1.84
71,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Gabashvili T.,Monaco J.,74.0,35.0,677.0,1170.0,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,3.25,1.33,3.37,1.37,3.37,1.42,3.06,1.37
72,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Nishikori K.,Bellucci T.,5.0,40.0,5220.0,1065.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,7.0,1.14,6.87,1.17,7.5,1.11,6.41
73,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Mahut N.,Gulbis E.,116.0,29.0,469.0,1275.0,6.0,3.0,3.0,6.0,7.0,5.0,6.0,3.0,,,3.0,1.0,Completed,5.0,1.16,4.85,1.22,5.0,1.22,4.51,1.19
74,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Paire B.,Fognini F.,71.0,27.0,698.0,1295.0,6.0,1.0,6.0,3.0,7.0,5.0,,,,,3.0,0.0,Completed,3.75,1.25,4.14,1.28,4.3,1.29,3.8,1.26
75,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Rosol L.,Bautista R.,43.0,20.0,1035.0,1750.0,6.0,4.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,4.5,1.18,6.1,1.16,6.1,1.21,5.02,1.17
76,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Monfils G.,Schwartzman D.,14.0,62.0,2065.0,785.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,1.12,6.0,1.12,7.73,1.13,8.0,1.11,6.5
77,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Berdych T.,Stepanek R.,4.0,129.0,5230.0,422.0,6.0,3.0,6.0,7.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.02,17.0,1.04,16.0,1.04,18.5,1.03,13.18
78,33.0,Paris,French Open,27/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Tsonga J.W.,Sela D.,15.0,91.0,2045.0,580.0,6.0,4.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.01,21.0,1.01,27.22,1.03,27.22,1.01,17.45
79,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Kyrgios N.,Edmund K.,30.0,121.0,1250.0,447.0,,,,,,,,,,,,,Walkover,1.12,6.0,1.1,8.95,1.1,8.95,1.08,7.22
80,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Cilic M.,Arnaboldi A.,10.0,187.0,3370.0,261.0,7.0,6.0,6.0,1.0,6.0,1.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,13.0,1.07,13.0,1.05,10.28
81,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Mayer L.,Janowicz J.,22.0,50.0,1580.0,940.0,6.0,4.0,6.0,4.0,6.0,7.0,6.0,1.0,,,3.0,1.0,Completed,1.3,3.4,1.33,3.64,1.34,3.7,1.3,3.47
82,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Kokkinakis T.,Tomic B.,84.0,26.0,619.0,1320.0,3.0,6.0,3.0,6.0,6.0,3.0,6.0,4.0,8.0,6.0,3.0,2.0,Completed,1.5,2.5,1.57,2.57,1.57,2.57,1.54,2.43
83,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Nadal R.,Almagro N.,7.0,154.0,4570.0,335.0,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.07,9.0,1.08,10.25,1.08,10.5,1.06,9.0
84,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Andujar P.,Kohlschreiber P.,42.0,28.0,1050.0,1285.0,6.0,1.0,7.0,6.0,3.0,6.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,3.0,1.36,3.17,1.41,3.2,1.48,2.98,1.38
85,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Kuznetsov An.,Melzer J.,120.0,110.0,465.0,480.0,6.0,1.0,5.0,7.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.44,2.62,1.4,3.22,1.52,3.22,1.43,2.79
86,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Goffin D.,Giraldo S.,18.0,64.0,1835.0,755.0,6.0,3.0,4.0,6.0,7.0,5.0,6.0,2.0,,,3.0,1.0,Completed,1.28,3.5,1.26,4.38,1.3,4.5,1.26,3.82
87,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Coric B.,Robredo T.,46.0,19.0,970.0,1755.0,7.0,5.0,3.0,6.0,6.0,2.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,3.0,1.36,3.17,1.41,3.4,1.41,3.1,1.36
88,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Murray A.,Sousa J.,3.0,44.0,7040.0,1008.0,6.0,2.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.01,21.0,1.02,22.73,1.03,26.0,1.02,15.82
89,33.0,Paris,French Open,28/05/15,Grand Slam,Outdoor,Clay,2nd Round,5.0,Djokovic N.,Muller G.,1.0,55.0,13845.0,868.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.002,34.0,1.01,51.0,1.02,81.0,1.01,27.22
